,Unnamed: 0,ct,el,er,t
295,,0.0,86.0,-34.26811707243254,7522.558355331421
296,,0.0,52.0,-43.70420383468732,7594.231131315231
297,,0.0,80.0,-1.7964386521185673,7684.624614715576
298,,0.0,27.0,121.48099429195582,7719.638988494873
299,,0.0,26.0,97.74457518860456,7754.079824209213
300,,0.0,60.0,99.9860746930777,7833.552543640137
301,,0.0,100.0,-18.165643176269356,7950.868253946304
302,,0.0,76.0,-45.52201212876331,8041.638423919678
303,,0.0,23.0,144.70994163364486,8080.6002423763275
304,,0.0,45.0,99.47515561257399,8136.33410692215
305,,0.0,26.0,99.71622031137964,8179.43950176239
306,,0.0,22.0,100.85782604662104,8212.144130468369
307,,0.0,88.0,99.95547256016403,8327.574566841125
308,,0.0,100.0,-37.8653616626203,8457.697934150696
309,,0.0,21.0,136.44256124426664,8501.272495269775
310,,0.0,21.0,101.26137447923594,8529.987712860107
311,,0.0,27.0,100.0688637317232,8564.440937519073
312,,0.0,59.0,98.50007375959325,8645.04829454422
313,,0.0,22.0,101.03911388954111,8671.502774953842
314,,0.0,32.0,99.20733620618718,8712.427610874176
315,,0.0,21.0,100.28026986648754,8744.107574224472
316,,0.0,100.0,-17.66649084215394,8881.934158325195
317,,0.0,100.0,8.024094678896152,9036.525668859482
318,,0.0,22.0,109.67483935203325,9071.054293870926
319,,0.0,70.0,-34.56964520440505,9167.647518396378
320,,0.0,33.0,116.25967190152389,9209.61448597908
321,,0.0,42.0,98.27003937129518,9265.965946435928
322,,0.0,100.0,-0.6891670997725318,9405.61442232132
323,,0.0,94.0,-33.1559790352133,9531.460281610489
324,,0.0,65.0,-23.672970707743694,9619.990516901016
325,,0.0,28.0,119.06530603344862,9662.6287753582
326,,0.0,35.0,-36.739452738534006,9707.353987693787
327,,0.0,28.0,115.30693327341879,9747.946678161621
328,,0.0,24.0,99.94945335674176,9788.106813192368
329,,0.0,100.0,-4.9796567229776345,9915.574989557266
330,,0.0,67.0,-29.106493290675193,10001.632299423218
331,,0.0,35.0,115.73804286647953,10051.645590782166
332,,0.0,47.0,-35.98959756068516,10107.749675273895
333,,0.0,55.0,-22.671358066438252,10184.927150964737
334,,0.0,24.0,117.448062232281,10218.095231056213
335,,0.0,47.0,-34.722697314878054,10275.925986766815
336,,0.0,100.0,3.2421871836352336,10411.260805368423
337,,0.0,84.0,-26.255717830404343,10524.351158618927
338,,0.0,23.0,115.84933787683933,10560.001737356186
339,,0.0,33.0,98.45099842981544,10601.34358906746
340,,0.0,27.0,100.0736170803295,10645.744041442871
341,,0.0,20.0,98.72781977533312,10668.101821660995
342,,0.0,41.0,-33.64156072336592,10721.374203205109
343,,0.0,26.0,114.1869605058379,10756.087690353394
344,,0.0,46.0,100.39100165938488,10814.355851888657
345,,0.0,22.0,99.74433331767185,10843.621860027313
346,,0.0,69.0,99.10328496999125,10935.494620323181
347,,0.0,95.0,100.14630562864173,11073.621941566467
348,,0.0,46.0,100.11629207615367,11153.961082696915
349,,0.0,16.0,100.1048687361383,11172.996131658554
350,,0.0,72.0,-35.70276870755117,11259.680923938751
351,,0.0,70.0,-24.249013066044643,11353.38522362709
352,,0.0,25.0,119.56529351181106,11389.639144420624
353,,0.0,16.0,100.20342755070249,11409.710172891617
354,,0.0,28.0,100.79978258866652,11452.073413848877
355,,0.0,100.0,-25.420960507969003,11598.852778196335
356,,0.0,20.0,125.48751941386783,11624.88566660881
357,,0.0,36.0,-35.7635896837791,11676.873653650284
358,,0.0,51.0,-17.031798948233792,11736.947691440582
359,,0.0,100.0,-25.622576429682486,11868.335696935654
360,,0.0,23.0,140.07214752360068,11899.870598554611
361,,0.0,66.0,-35.92843300761707,11972.417882442474
362,,0.0,69.0,116.63243064504454,12068.466648817062
363,,0.0,50.0,-50.573088431092565,12138.212046146393
364,,0.0,33.0,-6.67850159795873,12179.55832362175
365,,0.0,100.0,-16.638430259906865,12319.183489084244
366,,0.0,21.0,127.73702160374955,12349.705716848373
367,,0.0,100.0,-52.55364142956673,12477.890835523605
368,,0.0,49.0,152.61030221644666,12536.364187002182
369,,0.0,51.0,100.42207948004378,12600.772769451141
370,,0.0,100.0,-32.205611462409685,12737.40601015091
371,,0.0,18.0,132.0220379745178,12758.294166564941
372,,0.0,22.0,100.52927384017977,12786.28673696518
373,,0.0,28.0,99.1184928057866,12832.269678592682
374,,0.0,43.0,-58.414140563983494,12893.578200101852
375,,0.0,21.0,137.49698408902384,12926.751499652863
376,,0.0,100.0,-25.953116149598166,13073.695035457611
377,,0.0,34.0,124.48008828799988,13124.986439466476
378,,0.0,27.0,100.59846829799592,13163.62996506691
379,,0.0,21.0,99.63933696398321,13197.937493801117
380,,0.0,21.0,99.48186712592721,13223.186813354492
381,,0.0,34.0,-38.75604350029765,13267.476873874664
382,,0.0,20.0,118.866759060001,13301.519062280655
383,,0.0,100.0,-10.267839839534881,13455.542815208435
384,,0.0,36.0,-26.57083736488326,13505.629227638245
385,,0.0,20.0,116.35358133635161,13536.630737066269
386,,0.0,43.0,100.68043673340203,13592.974610328674
387,,0.0,39.0,-36.93846429420721,13642.769831418991
388,,0.0,18.0,117.9654922942162,13663.740962266922
389,,0.0,80.0,-37.862453714881795,13761.594272613525
390,,0.0,31.0,-20.175429046487416,13799.630510091782
391,,0.0,32.0,115.80262633066395,13851.294489860535
392,,0.0,100.0,-41.76480360174091,13973.456352472305
393,,0.0,20.0,122.26919422344609,13997.654530763626
394,,0.0,21.0,100.51540191345853,14022.888002634048
395,,0.0,23.0,98.88548876767582,14050.8466527462
396,,0.0,98.0,-40.65845928584562,14171.362496614456
397,,0.0,100.0,12.593375850877296,14328.442007541656
398,,0.0,28.0,108.02974976635909,14363.68112373352
399,,0.0,35.0,-38.84008549622088,14405.431437015533
400,,0.0,100.0,18.335987255048924,14557.047335624695
401,,0.0,69.0,100.53260582708731,14638.88053393364
402,,0.0,31.0,99.98525350086662,14686.880988359451
403,,0.0,25.0,101.12894277877614,14720.384250164032
404,,0.0,25.0,99.14946015438073,14749.783996343613
405,,0.0,22.0,99.67483024037841,14777.10620522499
406,,0.0,17.0,99.67975947741732,14797.139176368713
407,,0.0,57.0,101.04387119338118,14871.395838022232
408,,0.0,29.0,97.69475150832149,14918.24705028534
409,,0.0,23.0,101.39102324987674,14945.774335384369
410,,0.0,25.0,98.76109204537528,14978.600560188293
411,,0.0,35.0,100.76726178090243,15023.635053634644
412,,0.0,87.0,-42.80106010303719,15151.545121908188
413,,0.0,100.0,11.769695303776116,15291.678035497665
414,,0.0,24.0,111.2185879564732,15323.397131443024
415,,0.0,23.0,98.83099868595264,15363.838798999786
416,,0.0,56.0,-52.59434915215469,15467.203837871552
417,,0.0,28.0,132.4236332566999,15511.59923505783
418,,0.0,22.0,100.95806373836972,15538.976296186447
419,,0.0,23.0,99.99574021221856,15574.059472560883
420,,0.0,100.0,-8.06486311911767,15711.509889125824
421,,0.0,30.0,107.41218374681601,15759.408407449722
422,,0.0,61.0,-54.3125674633109,15851.087119340897
423,,0.0,75.0,133.57131322712962,15962.785052537918
424,,0.0,28.0,101.14472358910307,16003.694456577301
425,,0.0,52.0,99.28879927552599,16073.403308868408
426,,0.0,26.0,100.22956789451378,16109.433552980423
427,,0.0,100.0,-14.571737921701587,16290.7877368927
428,,0.0,22.0,114.22922282619902,16325.985943555832
429,,0.0,85.0,100.05064264868774,16460.107127666473
430,,0.0,60.0,99.66394025777286,16547.136904239655
431,,0.0,89.0,-39.80126116271869,16682.23979783058
432,,0.0,33.0,-18.3072833845051,16728.231196403503
433,,0.0,21.0,115.58418116178657,16770.047342061996
434,,0.0,22.0,101.24861053884456,16804.951219558716
435,,0.0,19.0,98.73549945373269,16829.618240356445
436,,0.0,100.0,-28.320054240125,16969.359695911407
437,,0.0,44.0,128.85123197457008,17032.75926542282
438,,0.0,27.0,99.96678137433523,17065.17675447464
439,,0.0,35.0,100.20745188801615,17108.95801949501
440,,0.0,60.0,99.25144916792618,17188.11033463478
441,,0.0,28.0,116.91122568576539,17239.87202501297
442,,0.0,24.0,98.79074240373596,17275.990733623505
443,,0.0,75.0,-35.12841657594148,17379.013601779938
444,,0.0,94.0,-29.44228097511516,17510.582531929016
445,,0.0,100.0,14.58303857349146,17655.578101158142
446,,0.0,25.0,110.68096766631065,17699.69777393341
447,,0.0,29.0,99.52056022425619,17744.517975091934
448,,0.0,27.0,99.88430990871612,17778.98372077942
449,,0.0,100.0,-9.336021792654716,17948.02837586403
450,,0.0,30.0,109.61793618183269,17988.597136974335
451,,0.0,78.0,-34.759292470213786,18099.021989107132
452,,0.0,100.0,-0.48760941376701794,18258.0998609066
453,,0.0,27.0,115.35132616426091,18295.07380270958
454,,0.0,28.0,100.31438031806816,18333.55044412613
455,,0.0,77.0,99.66581677096312,18446.280998945236
456,,0.0,87.0,97.65517630842615,18567.855888843536
457,,0.0,31.0,97.6592926913557,18612.59263110161
458,,0.0,30.0,99.42259795986229,18666.40846800804
459,,0.0,23.0,100.87179781101813,18695.528107881546
460,,0.0,39.0,99.11478747009767,18745.231751680374
461,,0.0,22.0,101.89824553978782,18776.068130731583
462,,0.0,30.0,100.09977942803235,18818.13286590576
463,,0.0,41.0,99.34878120226725,18879.47926568985
464,,0.0,30.0,99.38085874551031,18927.801244735718
465,,0.0,100.0,-4.122304397201745,19078.112472057343
466,,0.0,19.0,106.58255310291639,19102.103443145752
467,,0.0,23.0,99.64930440377688,19131.04961872101
468,,0.0,24.0,99.7888695257384,19164.425220489502
469,,0.0,26.0,98.50820474476888,19196.837027311325
470,,0.0,54.0,100.25141318775862,19274.594893217087
471,,0.0,100.0,-7.563556487926685,19458.750901460648
472,,0.0,100.0,-12.098796957593608,19641.84398651123
473,,0.0,89.0,-17.078496913086095,19750.383222818375
474,,0.0,100.0,-18.631876097323357,19902.432826042175
475,,0.0,38.0,135.18300565516824,19952.997470378876
476,,0.0,100.0,-6.572589147887091,20094.367089748383
477,,0.0,40.0,103.09200670588169,20152.781683444977
478,,0.0,28.0,-65.45839005952726,20215.176311969757
479,,0.0,63.0,145.56552127005017,20310.13191628456
480,,0.0,26.0,101.98840580241811,20343.614060163498
481,,0.0,82.0,97.60431548547163,20446.549956083298
482,,0.0,39.0,100.16035873992773,20503.684149980545
483,,0.0,24.0,100.08762613035289,20538.09501194954
484,,0.0,100.0,-12.30757079538565,20677.766857147217
485,,0.0,31.0,112.60135413571548,20715.999848365784
486,,0.0,98.0,-116.48936182343692,20884.26701784134
487,,0.0,35.0,210.8828041091683,20927.53488278389
488,,0.0,18.0,99.91851728574515,20955.31945991516
489,,0.0,50.0,100.01728834634046,21026.949636220932
490,,0.0,20.0,100.70720104518647,21060.641020536423
491,,0.0,89.0,-66.65840292732528,21176.217148780823
492,,0.0,70.0,146.0715762211934,21271.290720939636
493,,0.0,66.0,100.8285429421729,21369.722677230835
494,,0.0,20.0,99.1992056684391,21401.090940713882
495,,0.0,29.0,-37.980844656483264,21444.958144426346
496,,0.0,99.0,-19.565856068592982,21572.10627102852
497,,0.0,21.0,117.54032215753618,21603.153522014618
498,,0.0,100.0,-16.666954748251523,21738.41716170311
499,,0.0,50.0,116.23980544325883,21811.886787176132
500,,0.0,98.0,-44.80136139939849,21934.15015053749
501,,0.0,17.0,125.30581617137926,21957.487587451935
502,,0.0,20.0,100.24853026091073,21993.52277445793
503,,0.0,20.0,100.21041653410691,22029.138202428818
504,,0.0,100.0,-13.452473724534375,22159.918704032898
505,,0.0,22.0,113.36421987756133,22195.14876484871
506,,0.0,27.0,-38.34538740056693,22239.782907009125
507,,0.0,19.0,117.90352229456187,22275.556320905685
508,,0.0,100.0,-17.61803546788554,22428.419806957245
509,,0.0,21.0,117.6336954615559,22459.767436504364
510,,0.0,71.0,99.60517078875301,22553.498285531998
511,,0.0,36.0,100.06160675830105,22607.702285528183
512,,0.0,53.0,-34.025805817984974,22677.97931623459
513,,0.0,16.0,115.20610486206482,22702.77311730385
514,,0.0,39.0,99.95684001146748,22754.280925750732
515,,0.0,24.0,102.27810399809509,22791.968702316284
516,,0.0,45.0,98.07914063098926,22850.223599910736
517,,0.0,23.0,101.2330736216466,22884.750004053116
518,,0.0,40.0,-61.9534420113319,22932.968298196793
519,,0.0,100.0,30.472415383188945,23066.708808660507
520,,0.0,97.0,-30.4659093316647,23197.93755364418
521,,0.0,29.0,124.52626498120077,23236.504945516586
522,,0.0,42.0,98.5833640385942,23283.68472957611
523,,0.0,17.0,101.46329398425647,23303.887239217758
524,,0.0,18.0,101.55441956038695,23327.213272809982
525,,0.0,24.0,98.89668047497794,23357.823379039764
526,,0.0,29.0,98.29392561482328,23395.809740781784
527,,0.0,16.0,100.024214452256,23414.814170598984
528,,0.0,38.0,100.57115400808718,23473.557535886765
529,,0.0,51.0,100.00762963139225,23538.942492723465
530,,0.0,43.0,99.6995984903975,23589.326318502426
531,,0.0,18.0,100.4746618259061,23613.818274736404
532,,0.0,55.0,99.4650878078149,23682.1684114933
533,,0.0,63.0,-53.067206077586974,23808.86852478981
534,,0.0,23.0,133.14855088770298,23845.7753200531
535,,0.0,19.0,98.23725307811425,23870.836409807205
536,,0.0,19.0,101.15604580237549,23894.67552614212
537,,0.0,24.0,99.017327062967,23921.432809591293
538,,0.0,10.0,-56.374975000092945,23942.64327287674
539,,0.0,54.0,135.89355540795182,24010.863437652588
540,,0.0,19.0,100.37889978730796,24031.616161346436
541,,0.0,30.0,100.03801094409972,24069.34300994873
542,,0.0,49.0,-38.25929164655501,24125.745553970337
543,,0.0,36.0,118.27436798738347,24171.773580789566
544,,0.0,19.0,99.41373110471008,24195.315412521362
545,,0.0,18.0,100.06079532974393,24216.96081519127
546,,0.0,31.0,100.91787340673824,24253.6212348938
547,,0.0,100.0,-14.445577450019046,24369.949996232986
548,,0.0,19.0,113.86154195847575,24394.842851877213
549,,0.0,40.0,99.55478042464892,24448.29286122322
550,,0.0,26.0,101.75099346680075,24480.25965833664
551,,0.0,18.0,100.35637929983967,24504.28734087944
552,,0.0,18.0,99.32399606145657,24527.394549369812
553,,0.0,20.0,99.76004846278411,24557.6197078228
554,,0.0,18.0,100.05976868740254,24579.098274230957
555,,0.0,42.0,100.92010836655346,24628.195073366165
556,,0.0,100.0,-7.496256998940872,24790.541091918945
557,,0.0,53.0,-28.400111365399738,24863.1554582119
558,,0.0,100.0,2.918849087345381,24989.995554208755
559,,0.0,20.0,112.4941743198387,25017.535710811615
560,,0.0,17.0,99.42183710895007,25039.82274365425
561,,0.0,23.0,101.35921573319148,25081.384746789932
562,,0.0,21.0,98.68590909475853,25107.458955049515
563,,0.0,26.0,-34.883952610584544,25140.689653635025
564,,0.0,22.0,115.38057536013304,25168.910084486008
565,,0.0,19.0,100.0155450257857,25194.705813646317
566,,0.0,22.0,99.62049003874355,25228.255199193954
567,,0.0,17.0,99.6135955283177,25249.105030298233
568,,0.0,62.0,100.71893920942706,25345.72647333145
569,,0.0,16.0,100.20166664310821,25374.670374393463
570,,0.0,18.0,99.7641942279212,25397.31030011177
571,,0.0,48.0,99.12458560681887,25470.172558307648
572,,0.0,18.0,101.59665583585189,25493.85561108589
573,,0.0,32.0,98.01281290552029,25533.02780842781
574,,0.0,99.0,-43.18066035362891,25667.758805036545
575,,0.0,100.0,13.887341147187389,25820.62206053734
576,,0.0,96.0,109.52012813593306,25950.64113521576
577,,0.0,18.0,99.4333590535082,25976.227177619934
578,,0.0,19.0,102.31640917692685,26002.229628801346
579,,0.0,22.0,99.51134482861544,26033.810404777527
580,,0.0,75.0,-51.27674169723438,26134.565895080566
581,,0.0,20.0,131.03322076145807,26163.87364435196
582,,0.0,24.0,-37.5133166764653,26189.79298210144
583,,0.0,45.0,115.89703410247674,26244.941202640533
584,,0.0,20.0,100.36475551814071,26272.06087756157
585,,0.0,18.0,99.646109716385,26293.6432659626
586,,0.0,19.0,101.78392986871516,26324.079032421112
587,,0.0,46.0,98.37671266397724,26384.60677075386
588,,0.0,17.0,100.48608936799295,26410.68713092804
589,,0.0,18.0,101.13268408231032,26434.87893462181
590,,0.0,89.0,-39.03852351548815,26549.175387620926
591,,0.0,27.0,-18.987624120606966,26578.201922416687
592,,0.0,17.0,116.4046826855154,26600.35625553131
593,,0.0,100.0,-8.939863788908216,26727.795822143555
594,,0.0,20.0,109.42536980393143,26759.266813516617
595,,0.0,26.0,100.25705013415637,26796.53319644928
596,,0.0,23.0,100.0326259023389,26830.99037528038
597,,0.0,41.0,99.41791708047688,26882.087752342224
598,,0.0,17.0,100.37195264497288,26900.967550754547
599,,0.0,18.0,99.94939884287021,26929.7394759655
600,,0.0,18.0,99.81032720077094,26959.47935819626
601,,0.0,41.0,99.42966090634005,27014.403047800064
